"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_002E","B25031_002M","B25031_003E","B25031_003M","B25031_004E","B25031_004M","B25031_005E","B25031_005M","B25031_006E","B25031_006M","B25031_007E","B25031_007M",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms",
"1600000US0664294","Salton City CDP, California","1146","81","-","**","-","**","-","**","1188","191","-","**","-","**",
"1600000US0664308","Salton Sea Beach CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0664378","Salyer CDP, California","1809","1656","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0664392","Samoa CDP, California","1163","178","-","**","-","**","1175","83","-","**","-","**","-","**",
"1600000US0664420","San Andreas CDP, California","1461","182","-","**","-","**","-","**","1717","65","-","**","-","**",
"1600000US0664434","San Anselmo town, California","2459","185","1427","786","2218","169","3044","381","2614","668","3,500+","***","-","**",
"1600000US0664462","San Antonio Heights CDP, California","1644","320","-","**","1625","987","1913","1003","1422","114","-","**","-","**",
"1600000US0664476","San Ardo CDP, California","1307","415","-","**","-","**","-","**","1224","604","-","**","-","**",
"1600000US0665000","San Bernardino city, California","1319","26","1115","114","1054","33","1344","25","1694","59","1971","160","2131","678",
"1600000US0665028","San Bruno city, California","2671","102","2276","498","2280","136","2765","197","3,500+","***","3,500+","***","-","**",
"1600000US0665042","San Buenaventura (Ventura) city, California","1942","52","1573","195","1633","57","2051","70","2351","149","2837","212","1223","887",
"1600000US0665070","San Carlos city, California","2759","117","1802","169","2267","164","3223","467","3,500+","***","-","**","3250","2538",
"1600000US0665084","San Clemente city, California","2289","116","1624","115","2043","143","2311","183","3311","334","3,500+","***","3,500+","***",
"1600000US0665112","Sand City city, California","2046","228","2019","742","1938","376","1833","298","-","**","-","**","-","**",
"1600000US0666000","San Diego city, California","2080","18","1605","52","1773","19","2222","20","2641","53","3104","79","2970","782",
"1600000US0666004","San Diego Country Estates CDP, California","2527","432","-","**","-","**","-","**","2975","287","-","**","-","**",
"1600000US0666070","San Dimas city, California","2202","62","1580","361","1736","262","2211","49","2507","221","2708","292","3,500+","***",
"1600000US0666140","San Fernando city, California","1637","78","1413","540","1430","121","1710","126","1895","266","3213","298","-","**",
"1600000US0667000","San Francisco city, California","2316","33","1524","83","2338","50","2771","91","3017","130","3110","261","1847","629",
"1600000US0667042","San Gabriel city, California","1795","53","1225","112","1425","57","1832","58","2316","314","2914","470","-","**",
"1600000US0667056","Sanger city, California","1102","63","775","35","826","149","1018","74","1332","63","1366","114","-","**",
"1600000US0667070","San Geronimo CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0667112","San Jacinto city, California","1495","146","-","**","757","200","1248","146","1770","133","2195","287","2182","524",
"1600000US0667126","San Joaquin city, California","971","241","-","**","761","605","780","142","1279","136","1038","756","-","**",
"1600000US0668000","San Jose city, California","2526","31","1937","97","2198","40","2608","37","3162","82","3,500+","***","3,500+","***",
"1600000US0668014","San Juan Bautista city, California","1846","354","-","**","1348","498","2070","167","2225","607","-","**","-","**",
"1600000US0668028","San Juan Capistrano city, California","2330","122","-","**","1926","331","2225","195","2508","262","3347","505","-","**",
"1600000US0668084","San Leandro city, California","1997","67","1475","281","1718","61","2186","112","2682","142","2711","528","3179","244",
"1600000US0668112","San Lorenzo CDP, California","2143","121","1242","744","951","438","2236","90","2832","352","2444","902","-","**",
"1600000US0668140","San Lucas CDP, California","1538","319","-","**","-","**","-","**","1213","192","-","**","-","**",
"1600000US0668154","San Luis Obispo city, California","1850","64","1267","81","1457","104","2094","52","2607","214","1813","480","2610","1310",
"1600000US0668196","San Marcos city, California","2064","83","1747","159","1822","82","2065","95","2450","344","2829","238","3,500+","***",
"1600000US0668224","San Marino city, California","3,500+","***","-","**","-","**","2233","2218","3,500+","***","3,500+","***","-","**",
"1600000US0668238","San Martin CDP, California","2218","329","-","**","2082","378","1618","399","3396","505","-","**","-","**",
"1600000US0668252","San Mateo city, California","2971","88","2214","88","2631","75","3296","123","3,500+","***","3,500+","***","3,500+","***",
"1600000US0668263","San Miguel CDP (Contra Costa County), California","2305","161","-","**","-","**","2271","480","-","**","-","**","-","**",
"1600000US0668266","San Miguel CDP (San Luis Obispo County), California","1729","143","-","**","-","**","1738","31","1840","1751","-","**","-","**",
"1600000US0668294","San Pablo city, California","1817","103","1750","604","1277","166","1884","139","2096","186","2595","747","-","**",
"1600000US0668308","San Pasqual CDP, California","1948","164","1712","62","1677","94","2292","321","3065","264","-","**","-","**",
"1600000US0668364","San Rafael city, California","2257","82","1968","229","1907","152","2633","153","3,500+","***","3490","395","-","**",
"1600000US0668378","San Ramon city, California","2768","59","2121","204","2392","127","2761","71","3,500+","***","3,500+","***","3,500+","***",
"1600000US0668434","San Simeon CDP, California","1450","765","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0669000","Santa Ana city, California","1885","27","1484","112","1653","42","1949","36","2304","77","2599","195","2750","783",
"1600000US0669070","Santa Barbara city, California","2209","41","1595","145","1927","73","2438","66","3020","232","3,500+","***","1446","985",
"1600000US0669084","Santa Clara city, California","2841","52","2387","263","2583","80","2960","98","3,500+","***","3,500+","***","3,500+","***",
"1600000US0669088","Santa Clarita city, California","2315","43","2026","227","1881","72","2289","42","2806","137","3338","139","3,500+","***",
"1600000US0669112","Santa Cruz city, California","2232","99","1595","156","1966","165","2591","125","3242","374","2444","931","2844","2751",
"1600000US0669154","Santa Fe Springs city, California","1839","135","2097","394","1445","235","1854","187","2233","140","-","**","-","**",
"1600000US0669182","Santa Margarita CDP, California","633","327","-","**","-","**","633","327","-","**","-","**","-","**",
"1600000US0669196","Santa Maria city, California","1768","54","1166","139","1458","76","1662","57","2166","55","2264","128","2185","126",
"1600000US0670000","Santa Monica city, California","2227","80","1736","201","2108","106","2527","135","2556","262","3,500+","***","2162","943",
"1600000US0670028","Santa Nella CDP, California","967","322","-","**","-","**","858","24","996","183","-","**","-","**",
"1600000US0670042","Santa Paula city, California","1666","59","1070","267","1178","87","1620","64","1999","205","2133","166","-","**",
"1600000US0670098","Santa Rosa city, California","2024","52","1417","169","1556","71","2096","64","2579","121","2608","288","3438","500",
"1600000US0670130","Santa Rosa Valley CDP, California","1390","41","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0670140","Santa Susana CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0670154","Santa Venetia CDP, California","2518","2060","-","**","-","**","-","**","3,500+","***","-","**","-","**",
"1600000US0670182","Santa Ynez CDP, California","2536","976","-","**","-","**","2250","878","3,500+","***","-","**","-","**",
"1600000US0670224","Santee city, California","1982","89","1458","329","1621","86","1845","111","2581","204","2588","224","-","**",
"1600000US0670266","Saranap CDP, California","2417","204","-","**","2213","124","2661","283","2855","1270","-","**","-","**",
"1600000US0670280","Saratoga city, California","3,500+","***","-","**","960","646","2979","442","3,500+","***","3,500+","***","3,500+","***",
"1600000US0670322","Saticoy CDP, California","2438","471","-","**","-","**","2591","703","2198","388","-","**","-","**",
"1600000US0670336","Sattley CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0670364","Sausalito city, California","3345","239","2090","561","2720","456","3,500+","***","3438","913","-","**","-","**",
"1600000US0670518","Scotia CDP, California","1222","157","-","**","-","**","1171","189","1294","246","-","**","-","**",
"1600000US0670588","Scotts Valley city, California","2322","219","1411","361","1228","1045","2325","242","3,500+","***","-","**","-","**",
"1600000US0670644","Seacliff CDP, California","2347","105","2072","574","2198","97","2410","156","3,500+","***","-","**","-","**",
"1600000US0670686","Seal Beach city, California","2308","89","2000","324","2100","131","2327","139","3284","246","3283","424","-","**",
"1600000US0670712","Sea Ranch CDP, California","1598","315","-","**","-","**","1643","908","-","**","-","**","-","**",
"1600000US0670728","Searles Valley CDP, California","785","77","-","**","500","209","736","173","863","363","800","181","-","**",
"1600000US0670742","Seaside city, California","2138","170","1265","239","1568","130","1866","101","2791","114","2662","433","3355","766",
"1600000US0670770","Sebastopol city, California","1681","174","1057","644","1432","452","2051","244","1734","1587","2241","543","-","**",
"1600000US0670798","Seeley CDP, California","874","79","-","**","-","**","882","91","-","**","-","**","-","**",
"1600000US0670882","Selma city, California","1151","89","-","**","484","475","1035","107","1405","126","1552","1081","-","**",
"1600000US0670966","Sequoia Crest CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671000","Sereno del Mar CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671078","Seville CDP, California","1052","225","-","**","-","**","1063","768","1050","224","-","**","-","**",
"1600000US0671106","Shafter city, California","1138","86","543","474","663","158","1006","115","1331","129","1743","95","-","**",
"1600000US0671134","Shandon CDP, California","1851","163","-","**","-","**","-","**","1854","236","-","**","-","**",
"1600000US0671218","Shasta CDP, California","1405","105","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671225","Shasta Lake city, California","1247","150","663","148","590","211","1082","164","1587","119","1531","580","-","**",
"1600000US0671246","Shaver Lake CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671362","Shell Ridge CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671372","Shelter Cove CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671414","Sheridan CDP, California","1437","148","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671554","Shingle Springs CDP, California","1069","373","-","**","-","**","1264","725","1125","939","-","**","-","**",
"1600000US0671568","Shingletown CDP, California","1611","751","-","**","-","**","1611","751","-","**","-","**","-","**",
"1600000US0671680","Shoshone CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671774","Sierra Brooks CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671778","Sierra City CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671806","Sierra Madre city, California","1994","157","2257","860","1645","212","2044","170","2347","954","3,500+","***","-","**",
"1600000US0671834","Sierra Village CDP, California","530","469","-","**","530","469","-","**","-","**","-","**","-","**",
"1600000US0671848","Sierraville CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671876","Signal Hill city, California","1842","139","1347","286","1488","195","2065","175","3055","987","-","**","-","**",
"1600000US0671918","Silverado CDP, California","1600","322","-","**","-","**","1442","1041","-","**","-","**","-","**",
"1600000US0671927","Silverado Resort CDP, California","3,500+","***","-","**","-","**","3,500+","***","-","**","-","**","-","**",
"1600000US0671932","Silver City CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0671964","Silver Lakes CDP, California","1706","223","-","**","-","**","1708","601","1705","220","-","**","-","**",
"1600000US0672016","Simi Valley city, California","2402","66","1906","461","1933","153","2311","62","2996","192","3133","132","3063","490",
"1600000US0672086","Sisquoc CDP, California","-","**","-","**","-","**","-","**","-","**","-","**","-","**",
"1600000US0672156","Sky Valley CDP, California","877","606","-","**","-","**","1464","1182","860","389","-","**","-","**",
